MES,SEM,FECHA,BEB_REF,CAR_PAQ,CAR_PKL,COMP_ENV,COMP_PAQ,LACT_Q,TOR_TOR,VENTA,COSTO,UTIL,DESC,MES_CFD,SEM_CFD,F_CFD,C_CFD
7,27,03/07/2020,9.0,5.0,28.65005,31.0,,,9.0,9239.25995,4465.51725,4773.7427,3.8,7,27,03/07/2020,166
7,27,04/07/2020,15.0,25.0,73.35938,68.0,,1.0,18.0,27559.095419999998,13004.17843,14554.91699,0.0,7,27,04/07/2020,123
7,27,05/07/2020,22.0,34.0,107.85996000000002,80.0,8.0,1.0,60.0,39419.36894,18435.200090000002,21041.56885,93.6,7,27,05/07/2020,180
7,28,06/07/2020,5.0,4.0,16.505570000000002,21.0,1.0,,3.0,5094.929929999999,2383.631502,2711.298428,1.9,7,28,06/07/2020,292
7,28,07/07/2020,4.0,7.0,8.78251,13.5,4.0,1.0,3.0,5380.41949,2798.31245,2609.50704,2.7,7,28,07/07/2020,238
7,28,08/07/2020,13.0,4.0,33.25849,21.0,,,11.0,10685.33381,4914.366075,5770.967735,2.4,7,28,08/07/2020,250
7,28,09/07/2020,4.0,11.0,18.33491,8.0,1.0,,6.0,7704.670590000001,3729.00609,3980.6645,0.0,7,28,09/07/2020,231
7,28,10/07/2020,11.0,14.0,41.88706,32.5,2.0,,23.0,15988.17494,7503.4412,8494.733740000001,0.0,7,28,10/07/2020,211
7,28,11/07/2020,18.0,43.0,76.33716,37.5,2.0,1.0,29.0,34049.29234,16669.68518,17389.60716,3.2,7,28,11/07/2020,147
7,28,12/07/2020,32.0,45.0,87.35798,70.0,6.0,,37.0,37653.8714,18479.96385,19205.90755,110.700023,7,28,12/07/2020,123
7,29,13/07/2020,4.0,7.0,18.56,10.5,,,2.0,7205.94,3397.013275,3808.926725,0.0,7,29,13/07/2020,325
7,29,14/07/2020,9.0,7.0,22.31942,21.5,2.0,,10.0,8623.399379999999,4009.8098200000004,4613.58956,0.0,7,29,14/07/2020,246
7,29,15/07/2020,11.0,6.0,42.565,29.0,,,15.0,13096.135,6078.89325,7017.24175,1.3,7,29,15/07/2020,221
7,29,16/07/2020,7.0,6.0,23.105,21.5,2.0,,12.0,8609.395,4338.12,4288.275,3.5,7,29,16/07/2020,217
7,29,17/07/2020,4.0,4.0,21.83,12.0,,,4.0,6476.27,2970.667,3505.603,26.9,7,29,17/07/2020,222
7,29,18/07/2020,21.0,30.0,63.96,29.5,,,15.0,25700.34,12441.821000000002,13258.518999999998,3.2,7,29,18/07/2020,139
7,29,19/07/2020,21.0,35.0,93.06689,70.5,,1.0,54.0,35925.088910000006,17217.59022,18708.49869,33.3,7,29,19/07/2020,133
7,30,20/07/2020,9.0,2.0,23.562910000000002,23.0,,,17.0,6661.49819,3397.78517,3263.71302,1.9,7,30,20/07/2020,194
7,30,21/07/2020,4.0,10.0,17.82111,14.5,,,7.0,8242.97859,3904.08795,4338.89064,0.0,7,30,21/07/2020,99
7,30,22/07/2020,5.0,4.0,28.41165,21.5,,,4.0,8548.16025,3889.597158,4658.563092,3.7,7,30,22/07/2020,111
7,30,23/07/2020,7.0,8.0,21.83977,15.0,,,19.0,8676.45853,4309.00865,4378.249879999999,65.4,7,30,23/07/2020,167
7,30,24/07/2020,8.0,15.0,34.70165,18.5,,1.0,10.0,13347.62995,6510.86149,6836.768459999999,0.0,7,30,24/07/2020,178
7,30,25/07/2020,14.0,13.0,72.91183000000001,51.0,,1.0,22.0,23363.13917,10407.19389,12955.94528,0.0,7,30,25/07/2020,135
7,30,26/07/2020,23.0,19.0,108.52533999999999,91.0,,3.0,70.0,35543.05746,16717.76018,18856.69728,78.768,7,30,26/07/2020,104
7,31,27/07/2020,6.0,3.0,20.1,20.5,,,12.0,6178.5,2874.57985,3303.92015,1.9,7,31,27/07/2020,184
7,31,28/07/2020,6.0,9.0,32.19942,28.5,6.0,,9.0,11178.66938,5232.799620000001,5987.8697600000005,0.0,7,31,28/07/2020,206
7,31,29/07/2020,6.0,4.0,31.851259999999996,13.0,2.0,,3.0,8957.20074,4015.9237,4951.27704,3.2,7,31,29/07/2020,215
7,31,30/07/2020,8.0,8.0,18.215020000000003,10.5,,1.0,11.0,7257.65578,3607.3729,3650.2828799999997,0.0,7,31,30/07/2020,224
7,31,31/07/2020,8.0,12.0,36.06475,30.5,,,8.0,12571.12955,6355.54625,6215.5833,0.0,7,31,31/07/2020,175
8,31,01/08/2020,10.0,18.0,63.37242,59.0,,1.0,27.5,23014.53888,11011.229290000001,12003.30959,13.9,8,31,01/08/2020,116
8,31,02/08/2020,12.0,26.0,76.60858,64.0,,,43.0,28314.348619999997,13724.68805,14589.660569999998,18.1195,8,31,02/08/2020,77
8,32,03/08/2020,5.0,6.0,10.0,12.5,,,6.0,4753.5,2306.501,2446.999,0.0,8,32,03/08/2020,159
8,32,04/08/2020,7.0,7.0,14.825,7.5,,,11.0,6398.375,3038.1209999999996,3360.2540000000004,2.5,8,32,04/08/2020,188
8,32,05/08/2020,16.0,12.0,34.81593,25.0,,2.0,14.0,13898.599069999998,7071.7129620000005,6858.286108,22.1,8,32,05/08/2020,175
8,32,06/08/2020,8.0,12.0,28.082290000000004,19.0,2.0,,7.0,10510.165809999999,5084.28719,5425.87862,0.0,8,32,06/08/2020,152
8,32,07/08/2020,7.0,8.0,20.965239999999998,14.5,,2.0,10.0,8003.0495599999995,3874.2798,4128.76976,2.6,8,32,07/08/2020,178
8,32,08/08/2020,8.0,15.0,65.51091,33.0,,2.0,24.0,21383.006390000002,10194.41512,11188.59127,0.0,8,32,08/08/2020,117
8,32,09/08/2020,21.0,31.0,77.93254,64.5,,1.0,31.0,29411.861460000004,14051.68568,15360.175790000001,30.364,8,32,09/08/2020,80
8,33,10/08/2020,7.0,5.0,14.3999,10.5,2.0,,8.0,5106.4995,2566.640908,2547.858592,0.0,8,33,10/08/2020,128
8,33,11/08/2020,4.0,5.0,12.74,5.5,6.0,,2.0,5244.76,2623.4509999999996,2651.309,0.0,8,33,11/08/2020,140
8,33,12/08/2020,10.0,9.0,26.12762,30.0,,,4.0,10532.529779999999,4793.0479,5739.481879999999,3.8,8,33,12/08/2020,129
8,33,13/08/2020,4.0,7.0,16.95618,8.5,,,2.0,6494.39962,3174.8415600000003,3319.5580600000003,0.0,8,33,13/08/2020,151
8,33,14/08/2020,7.0,10.0,37.043490000000006,35.5,4.0,,12.0,13309.078809999999,6353.63405,6975.444759999999,19.12,8,33,14/08/2020,160
8,33,15/08/2020,28.0,31.0,79.70815999999999,59.0,8.0,,34.0,32006.38284,15546.42277,16511.960069999997,0.0,8,33,15/08/2020,80
8,33,16/08/2020,21.0,38.0,80.50220999999999,69.0,2.0,1.0,38.0,33549.636589999995,16325.533269999998,17261.10332,26.2625,8,33,16/08/2020,55
8,34,17/08/2020,3.0,3.0,12.74349,9.0,1.0,2.0,8.0,3760.99881,1696.99505,2064.00376,0.0,8,34,17/08/2020,124
8,34,18/08/2020,4.0,6.0,13.455,10.5,,,2.0,5625.145,2689.802,2935.343,0.0,8,34,18/08/2020,111
8,34,19/08/2020,7.0,7.0,35.17821,25.0,4.0,1.0,9.0,10848.598590000001,4944.78217,5925.81642,3.7,8,34,19/08/2020,82
8,34,20/08/2020,7.0,5.0,16.82945,9.5,2.0,,6.0,5588.81785,2662.49746,2936.32039,0.0,8,34,20/08/2020,68
8,34,21/08/2020,8.0,5.0,25.83813,22.5,,,18.0,8292.24307,4130.81885,4161.42422,0.0,8,34,21/08/2020,105
8,34,22/08/2020,14.0,11.0,51.65712,40.5,,1.0,24.0,17999.01068,8249.3874,9749.62328,3.7,8,34,22/08/2020,66
8,34,23/08/2020,19.0,30.0,79.95016,47.5,2.0,2.0,40.0,30638.323439999996,14879.180119999999,15800.543319999999,35.7005,8,34,23/08/2020,40
8,35,24/08/2020,6.0,3.0,15.88125,22.5,,,9.0,5327.11875,2661.875,2665.24375,1.9,8,35,24/08/2020,85
8,35,25/08/2020,7.5,8.0,13.23751,2.5,,1.0,7.0,5829.56449,2856.83545,2972.7290399999997,0.0,8,35,25/08/2020,88
8,35,26/08/2020,9.0,1.0,35.121,24.5,2.0,,5.0,8805.7303,3959.4915,4856.2388,12.093,8,35,26/08/2020,140
8,35,27/08/2020,9.0,8.0,22.07316,16.5,,,14.0,8997.114916,3893.1342,5103.980716,14.999823999999998,8,35,27/08/2020,97
8,35,28/08/2020,9.0,10.0,44.01619,36.0,1.0,,27.0,15303.10231,6970.6273980000005,8332.474912,2.5,8,35,28/08/2020,112
8,35,29/08/2020,9.0,9.0,63.62546,45.0,,1.0,34.0,17286.35394,8403.256716,8913.097224,8.4455,8,35,29/08/2020,56
8,35,30/08/2020,23.0,21.0,85.46238000000001,57.5,,,36.0,28326.59192,13189.93049,15136.661430000002,52.221000000000004,8,35,30/08/2020,32
8,36,31/08/2020,3.0,6.0,13.465,14.5,,,3.0,5081.885,2542.100375,2539.784625,3.7,8,36,31/08/2020,125
9,36,01/09/2020,4.0,1.0,13.77319,9.0,,,3.0,3580.60971,1756.514902,1824.0948079999998,5.97,9,36,01/09/2020,97
9,36,02/09/2020,9.0,10.0,30.753770000000003,20.5,6.0,1.0,2.0,10659.10023,5543.3874,5147.7128299999995,0.0,9,36,02/09/2020,52
9,36,03/09/2020,4.0,3.0,15.11646,11.0,,,8.0,4791.77854,2334.21364,2457.5649,0.0,9,36,03/09/2020,48
9,36,04/09/2020,6.0,13.0,26.90578,18.5,2.0,,11.0,10908.78022,5472.3831,5446.3971200000005,5.97,9,36,04/09/2020,67
9,36,05/09/2020,12.0,18.0,48.73473,36.5,3.0,1.0,23.0,17283.69027,8560.8531,8737.83717,0.0,9,36,05/09/2020,67
9,36,06/09/2020,30.0,37.0,80.14374000000001,61.5,2.0,1.0,35.0,33385.678660000005,15579.9872,17815.69146,0.0,9,36,06/09/2020,24
9,37,07/09/2020,5.0,3.0,14.275,13.0,,,12.0,4875.225,2398.6895,2476.5355,0.0,9,37,07/09/2020,89
9,37,08/09/2020,3.0,2.0,19.33502,14.5,2.0,,6.0,4988.38228,2473.114,2525.36828,0.0,9,37,08/09/2020,101
9,37,09/09/2020,11.0,5.0,39.00612,30.5,,,11.0,12100.09628,5452.2724,6647.91388,0.0,9,37,09/09/2020,89
9,37,10/09/2020,5.0,,19.481379999999998,27.0,,,6.0,5338.964220000001,2567.4165399999997,2779.54768,0.0,9,37,10/09/2020,74
9,37,11/09/2020,5.0,10.0,19.97464,13.5,2.0,,11.0,8078.264259999999,3991.49005,4096.7742100000005,0.0,9,37,11/09/2020,72
9,37,12/09/2020,11.0,12.0,61.76325,37.0,,,22.0,18945.47535,8194.1005,10751.37485,0.0,9,37,12/09/2020,47
9,37,13/09/2020,22.0,29.0,78.45698,78.5,2.0,2.0,38.0,31952.78762,15027.9166,16934.87102,43.04,9,37,13/09/2020,47
9,38,14/09/2020,3.0,7.0,16.625,8.5,,,5.0,5971.875,2922.114,3049.761,0.0,9,38,14/09/2020,104
9,38,15/09/2020,4.0,3.0,24.07459,21.0,,,12.0,7154.61471,3470.70205,3683.91266,0.0,9,38,15/09/2020,65
9,38,16/09/2020,1.0,21.0,40.68531,28.0,2.0,,20.0,17131.68559,7924.484334999999,9217.201255,0.0,9,38,16/09/2020,69
9,38,17/09/2020,0.0,,1.8,10.0,,,4.0,953.2,499.0,464.2,0.0,9,38,17/09/2020,87
9,38,18/09/2020,0.0,4.0,12.002510000000001,12.5,,,15.0,4618.49949,2265.0512,2353.44829,0.0,9,38,18/09/2020,77
9,38,19/09/2020,2.0,5.0,7.12143,36.5,,3.0,30.0,4544.49937,2932.86132,1621.63805,0.0,9,38,19/09/2020,56
9,38,20/09/2020,4.0,2.0,15.12,44.5,,2.0,26.0,5894.995,3289.0395,2605.9555,17.485,9,38,20/09/2020,20
9,39,21/09/2020,0.0,2.0,7.510680000000001,12.5,,,2.0,2478.99862,1430.160962,1148.837658,0.0,9,39,21/09/2020,54
